;topic;StyleID;id;topic_safe
88782;variante;44970574;14306;variante
88783;ausgehen;8623725;14309;ausgehen
88784;material;654563;14312;material
88785;retournieren;709229;14315;retournieren
88786;absolut;8623725;14318;absolut
88787;preis;434886;14327;preis
88788;abnäh;44970574;14332;abnaeh
88789;artikelinformation;655046;14334;artikelinformation
88790;bäuchlein;709229;14338;baeuchlein
88791;kurz;8623725;1434;kurz
88792;empfehlenswert;8623725;14340;empfehlenswert
88793;rot;654563;14341;rot
88794;optimal;1709054;14355;optimal
88795;oberweite;709229;14359;oberweite
88796;dick;709229;1436;dick
88797;optimal;654563;14363;optimal
88798;bonprix;515928;14383;bonprix
88799;funktionieren;1709054;14384;funktionieren
88800;schwarz;709229;14395;schwarz
88801;ansonsten;44970574;14399;ansonsten
88802;egal;655046;14401;egal
88803;müssen;44970574;14405;muessen
88804;absolut;9743730;1442;absolut
88805;wissen;1709054;14421;wissen
88806;ansonsten;44970574;14433;ansonsten
88807;schade;8623725;14449;schade
88808;völlig;9743730;1445;voellig
88809;finden;553018;14462;finden
88810;twoen;709229;14475;twoen
88811;normalerweise;553018;1448;normalerweise
88812;mehr;1709054;14481;mehr
88813;favorit;553018;14486;favorit
88814;gehen;1709054;14488;gehen
88815;anprobiert;8623725;14489;anprobiert
88816;somit;434886;14504;somit
88817;bestellung;9743730;14505;bestellung
88818;körpergröße;1709054;14517;koerpergroesse
88819;waschen;1709054;14519;waschen
88820;mögen;1709054;14526;moegen
88821;kurz;709229;14532;kurz
88822;rutschen;515928;14538;rutschen
88823;esszimmer;9743730;1454;esszimmer
88824;wahrscheinlich;1709054;14541;wahrscheinlich
88825;preis;1709054;14544;preis
88826;sparen;654563;14547;sparen
88827;rundhals;1709054;1455;rundhals
88828;gehen;709229;14567;gehen
88829;abwetzen;434886;14569;abwetzen
88830;kurz;434886;14582;kurz
88831;weit;654563;14584;weit
88832;auswahl;709229;14589;auswahl
88833;weite;654563;14594;weite
88834;stadtbummel;553018;14595;stadtbummel
88835;schwingen;709229;14597;schwingen
88836;groß;1709054;1460;gross
88837;wasserabweisend;553018;14603;wasserabweisend
88838;locker;655046;14609;locker
88839;klein;553018;1461;klein
88840;wirdsen;44970574;14613;wirdsen
88841;fallen;1709054;14615;fallen
88842;klein;1709054;14627;klein
88843;fällen;8623725;14629;faellen
88844;schwarz;709229;14635;schwarz
88845;schönes;553018;14637;schoenes
88846;aufgerieben;553018;14638;aufgerieben
88847;verarbeitung;709229;14639;verarbeitung
88848;form;553018;14642;form
88849;tragen;709229;14644;tragen
88850;farbe;8623725;14646;farbe
88851;lieben;553018;1465;lieben
88852;unschön;8623725;14658;unschoen
88853;gefallen;709229;14669;gefallen
88854;somst;553018;1467;somst
88855;angenehm;709229;14675;angenehm
88856;müssen;9743730;14690;muessen
88857;qualität;709229;14694;qualitaet
88858;tief;8623725;14698;tief
88859;kaufe;1709054;14700;kaufe
88860;sohle;553018;14706;sohle
88861;tragen;553018;1471;tragen
88862;endergebnis;8623725;14713;endergebnis
88863;crem;9743730;1472;crem
88864;körbchen;8623725;14724;koerbchen
88865;raffungen;8623725;14726;raffungen
88866;preis;44970574;14730;preis
88867;recht;553018;14731;recht
88868;punkt;8623725;14740;punkt
88869;gleich;709229;14744;gleich
88870;hoffen;515928;14745;hoffen
88871;größe;553018;14747;groesse
88872;qualität;9743730;14753;qualitaet
88873;tragen;44970574;14759;tragen
88874;vertragen;8623725;14769;vertragen
88875;höhe;9743730;1477;hoehe
88876;größe;553018;14778;groesse
88877;beschreibung;9743730;1478;beschreibung
88878;mehrfach;655046;14784;mehrfach
88879;zigfach;1709054;14787;zigfach
88880;ja;44970574;14792;ja
88881;definitiv;553018;14803;definitiv
88882;jedoch;8623725;14808;jedoch
88883;qualität;9743730;14811;qualitaet
88884;müssen;8623725;14815;muessen
88885;glattstreich;9743730;14817;glattstreich
88886;waschen;9743730;1482;waschen
88887;passend;515928;14821;passend
88888;passen;44970574;14826;passen
88889;rechts;9743730;1483;rechts
88890;verlangen;553018;14833;verlangen
88891;tolles;8623725;14834;tolles
88892;preis;8623725;14843;preis
88893;weit;1709054;14847;weit
88894;dünn;553018;14848;duenn
88895;auswahl;553018;1485;auswahl
88896;überraschung;553018;14852;ueberraschung
88897;sagen;1709054;1486;sagen
88898;mittig;44970574;14863;mittig
88899;quasi;8623725;14865;quasi
88900;dreimal;434886;14867;dreimal
88901;umwelt;434886;14873;umwelt
88902;erstaunlicherweis;709229;14879;erstaunlicherweis
88903;mehr;515928;14881;mehr
88904;passiert;654563;14884;passiert
88905;fazit;44970574;14896;fazit
88906;preis;44970574;1490;preis
88907;umnäh;44970574;14907;umnaeh
88908;ungehindern;655046;14908;ungehindern
88909;sitz;44970574;14913;sitz
88910;jedoch;8623725;14916;jedoch
88911;gesamt;654563;14921;gesamt
88912;hilfreich;8623725;14926;hilfreich
88913;zeigen;9743730;1493;zeigen
88914;feststellen;8623725;14932;feststellen
88915;freuen;1709054;14935;freuen
88916;fahren;9743730;14940;fahren
88917;hoch;553018;14941;hoch
88918;somit;9743730;1495;somit
88919;passt;553018;14959;passt
88920;gehen;44970574;14961;gehen
88921;eingenäht;9743730;14976;eingenaeht
88922;gehen;1709054;14977;gehen
88923;eher;9743730;14979;eher
88924;richtig;9743730;1498;richtig
88925;fallen;44970574;14983;fallen
88926;zimmer;9743730;14984;zimmer
88927;finden;9743730;1500;finden
88928;standard;434886;15002;standard
88929;größe;8623725;15004;groesse
88930;gründlich;9743730;15008;gruendlich
88931;passen;654563;1501;passen
88932;zusammen;515928;15010;zusammen
88933;überstehen;655046;15012;ueberstehen
88934;wabbelig;553018;1502;wabbelig
88935;oft;8623725;15020;oft
88936;natürlich;1709054;15042;natuerlich
88937;teil;434886;15048;teil
88938;richtig;655046;1505;richtig
88939;ausverkaufen;654563;15052;ausverkaufen
88940;denke;9743730;15053;denke
88941;enkelkind;9743730;1508;enkelkind
88942;herausnehmen;8623725;15089;herausnehmen
88943;materialten;515928;15094;materialten
88944;tun;553018;1511;tun
88945;größenangabe;709229;15115;groessenangabe
88946;ansonsten;8623725;15116;ansonsten
88947;passen;44970574;15120;passen
88948;kunde;8623725;15127;kunde
88949;komisch;44970574;15133;komisch
88950;cm;44970574;15135;cm
88951;rot;709229;1514;rot
88952;gehen;434886;15140;gehen
88953;versandmöglichkeit;9743730;15144;versandmoeglichkeit
88954;ansonsten;8623725;1515;ansonsten
88955;zugleich;9743730;15151;zugleich
88956;erfüllung;44970574;15153;erfuellung
88957;eher;44970574;15154;eher
88958;eng;44970574;15155;eng
88959;top;9743730;15177;top
88960;freundin;8623725;15185;freundin
88961;mittendrin;1709054;15206;mittendrin
88962;danken;8623725;15219;danken
88963;angenehmes;44970574;15220;angenehmes
88964;studio;655046;15230;studio
88965;aussehen;434886;15232;aussehen
88966;bund;44970574;15236;bund
88967;größentabelle;434886;15242;groessentabelle
88968;versehentlich;434886;15248;versehentlich
88969;touch;8623725;15256;touch
88970;meinung;8623725;15262;meinung
88971;qualität;9743730;15268;qualitaet
88972;schließen;44970574;15274;schliessen
88973;robust;434886;15276;robust
88974;jalousien;9743730;15290;jalousien
88975;dick;8623725;15299;dick
88976;hoffentlich;655046;15304;hoffentlich
88977;ansonsten;8623725;15307;ansonsten
88978;material;44970574;15308;material
88979;toppen;8623725;15321;toppen
88980;faden;9743730;15323;faden
88981;bestellung;655046;15325;bestellung
88982;wäsch;434886;15331;waesch
88983;aufeinander;8623725;15332;aufeinander
88984;unschlagbar;434886;15341;unschlagbar
88985;nächstkleiner;1709054;15343;naechstkleiner
88986;passt;654563;15345;passt
88987;vorhäng;9743730;15346;vorhaeng
88988;top;44970574;15352;top
88989;gute;1709054;15357;gute
88990;form;8623725;15365;form
88991;breit;9743730;15368;breit
88992;möglichkeit;434886;15369;moeglichkeit
88993;oberweite;709229;1537;oberweite
88994;möglichkeit;434886;15370;moeglichkeit
88995;qualität;9743730;15374;qualitaet
88996;qualität;655046;1539;qualitaet
88997;prix;44970574;15390;prix
88998;tief;44970574;15393;tief
88999;deklaration;655046;15394;deklaration
89000;ausreichend;9743730;15416;ausreichend
89001;preisleistungs;8623725;15420;preisleistungs
89002;stimmen;515928;15429;stimmen
89003;tragen;44970574;15440;tragen
89004;gehen;9743730;15446;gehen
89005;petroln;44970574;15456;petroln
89006;ansonsten;44970574;15469;ansonsten
89007;klasse;8623725;15476;klasse
89008;normal;1709054;1548;normal
89009;kürzen;44970574;15481;kuerzen
89010;wunderbar;655046;15506;wunderbar
89011;freundlich;9743730;15520;freundlich
89012;fühlt;44970574;15523;fuehlt
89013;unterbrustweiter;655046;15524;unterbrustweiter
89014;erwähnen;1709054;1553;erwaehnen
89015;grau;44970574;15542;grau
89016;sagen;1709054;1555;sagen
89017;schnitt;8623725;15551;schnitt
89018;kleidung;44970574;15558;kleidung
89019;zupfen;8623725;15573;zupfen
89020;sohle;553018;1558;sohle
89021;groß;709229;1559;gross
89022;geliefert;9743730;15600;geliefert
89023;gardinen;9743730;15602;gardinen
89024;genial;8623725;15611;genial
89025;gehen;8623725;15614;gehen
89026;größe;515928;15617;groesse
89027;sitzt;44970574;15619;sitzt
89028;bereits;9743730;1562;bereits
89029;versandkostenfrei;9743730;15620;versandkostenfrei
89030;schritt;44970574;15622;schritt
89031;falt;9743730;15623;falt
89032;zimmer;9743730;15626;zimmer
89033;loopschal;44970574;15636;loopschal
89034;zurückschicken;655046;15657;zurueckschicken
89035;bein;44970574;15666;bein
89036;tag;44970574;15668;tag
89037;umdreht;655046;15675;umdreht
89038;oben;553018;15676;oben
89039;legen;44970574;15678;legen
89040;gereicht;44970574;1568;gereicht
89041;eignen;44970574;15686;eignen
89042;holen;44970574;15693;holen
89043;level;655046;15708;level
89044;dick;709229;1571;dick
89045;beinausschnitt;8623725;15710;beinausschnitt
89046;danke;9743730;15715;danke
89047;rückenpartie;44970574;15724;rueckenpartie
89048;wäschen;44970574;15727;waeschen
89049;top;709229;15749;top
89050;abdrücken;553018;1575;abdruecken
89051;angenehm;654563;15751;angenehm
89052;eng;434886;15755;eng
89053;meinung;655046;15759;meinung
89054;mehr;8623725;1576;mehr
89055;sitzen;44970574;15761;sitzen
89056;reichen;8623725;15762;reichen
89057;bequem;709229;1577;bequem
89058;wasser;8623725;15773;wasser
89059;fest;655046;15780;fest
89060;samtig;44970574;15783;samtig
89061;hosenbeine;44970574;15790;hosenbeine
89062;einteiler;8623725;15791;einteiler
89063;angenehm;44970574;15793;angenehm
89064;nochmal;44970574;15797;nochmal
89065;stelle;44970574;15798;stelle
89066;beinausschnitt;8623725;15807;beinausschnitt
89067;schade;434886;15809;schade
89068;waschen;8623725;15812;waschen
89069;größe;44970574;15814;groesse
89070;brust;8623725;15820;brust
89071;reißverschluss;8623725;15823;reissverschluss
89072;fast;8623725;15828;fast
89073;geben;9743730;15832;geben
89074;kaum;9743730;15846;kaum
89075;bügel;1709054;1585;buegel
89076;anklicken;515928;15858;anklicken
89077;verarbeiten;9743730;15862;verarbeiten
89078;groß;1709054;15868;gross
89079;erforderlich;44970574;15869;erforderlich
89080;bild;655046;15875;bild
89081;normal;655046;15879;normal
89082;material;1709054;15881;material
89083;groß;515928;15891;gross
89084;richtig;44970574;15901;richtig
89085;soft;8623725;15903;soft
89086;tragen;709229;15917;tragen
89087;zurück;8623725;15924;zurueck
89088;eher;8623725;15937;eher
89089;qualität;1709054;15946;qualitaet
89090;toller;44970574;15948;toller
89091;betonend;44970574;15949;betonend
89092;angenehm;655046;15968;angenehm
89093;versprechen;8623725;15978;versprechen
89094;frau;709229;15979;frau
89095;fällen;8623725;15984;faellen
89096;kaum;654563;15985;kaum
89097;unnötig;434886;15989;unnoetig
89098;bedecken;553018;15997;bedecken
89099;denke;8623725;16017;denke
89100;farbe;44970574;16020;farbe
89101;kundenservice;709229;16027;kundenservice
89102;schnickschnack;434886;16031;schnickschnack
89103;auftragen;8623725;16050;auftragen
89104;empfehl;709229;16054;empfehl
89105;zurücksenden;1709054;16057;zuruecksenden
89106;selten;434886;16094;selten
89107;schade;654563;16109;schade
89108;groß;8623725;16110;gross
89109;stoffart;1709054;16128;stoffart
89110;gerecht;1709054;16129;gerecht
89111;ausprobieren;8623725;1613;ausprobieren
89112;haut;515928;16135;haut
89113;hof;709229;16145;hof
89114;baumwolle;1709054;16162;baumwolle
89115;material;709229;16169;material
89116;abbilden;1709054;16182;abbilden
89117;abbilden;1709054;16183;abbilden
89118;stehen;709229;16185;stehen
89119;anggoss;553018;16186;anggoss
89120;tragen;44970574;16187;tragen
89121;hängenbleiben;9743730;1619;haengenbleiben
89122;behalten;8623725;16196;behalten
89123;locker;709229;16201;locker
89124;rutschen;8623725;16210;rutschen
89125;größe;709229;16217;groesse
89126;modell;44970574;16226;modell
89127;eignen;709229;16231;eignen
89128;breitern;655046;16233;breitern
89129;groß;1709054;16234;gross
89130;tatsache;8623725;16238;tatsache
89131;groß;709229;16240;gross
89132;schnell;8623725;16241;schnell
89133;gleich;9743730;16245;gleich
89134;abstehen;1709054;16249;abstehen
89135;flecken;1709054;1625;flecken
89136;retour;553018;16255;retour
89137;tragen;709229;16256;tragen
89138;bügel;654563;16270;buegel
89139;behalten;515928;16283;behalten
89140;optimal;655046;16284;optimal
89141;klein;709229;16285;klein
89142;sagen;1709054;16299;sagen
89143;ausverkaufen;709229;163;ausverkaufen
89144;schmeicheln;709229;1631;schmeicheln
89145;freundlich;9743730;16321;freundlich
89146;probiere;709229;16324;probiere
89147;groß;44970574;16327;gross
89148;aufweisen;709229;16328;aufweisen
89149;schlecht;1709054;16336;schlecht
89150;massiv;709229;16347;massiv
89151;lieblingsteil;709229;16349;lieblingsteil
89152;abholen;434886;16354;abholen
89153;länge;434886;1636;laenge
89154;bon;8623725;16363;bon
89155;seite;709229;16370;seite
89156;real;553018;1638;real
89157;anprobier;8623725;16382;anprobier
89158;finden;8623725;16385;finden
89159;stacheln;709229;16387;stacheln
89160;enden;709229;16388;enden
89161;doppelt;9743730;16395;doppelt
89162;geld;655046;16406;geld
89163;beulen;709229;16409;beulen
89164;rottönen;709229;16419;rottoenen
89165;ebenfalls;654563;16421;ebenfalls
89166;oberseite;709229;16454;oberseite
89167;blas;553018;1647;blas
89168;ansonsten;8623725;16471;ansonsten
89169;umspielt;709229;16482;umspielt
89170;jahr;9743730;16483;jahr
89171;sichtbar;9743730;16488;sichtbar
89172;passen;709229;1649;passen
89173;vielleicht;1709054;16494;vielleicht
89174;barbusig;1709054;165;barbusig
89175;richtig;709229;16509;richtig
89176;zurückschicken;655046;1652;zurueckschicken
89177;nein;8623725;16529;nein
89178;versuchen;9743730;16546;versuchen
89179;brustwarze;655046;16560;brustwarze
89180;finde;654563;16565;finde
89181;euro;553018;16568;euro
89182;lg;44970574;16571;lg
89183;aufgesetzt;709229;16572;aufgesetzt
89184;verdunkeln;9743730;1658;verdunkeln
89185;krankenhaus;709229;16586;krankenhaus
89186;hochwertig;9743730;16595;hochwertig
89187;träger;655046;16597;traeger
89188;arbeit;1709054;166;arbeit
89189;eng;8623725;16607;eng
89190;erst;9743730;16625;erst
89191;wirken;8623725;16631;wirken
89192;erwarten;709229;16636;erwarten
89193;kuba;709229;16637;kuba
89194;tag;434886;16641;tag
89195;urlaub;709229;16646;urlaub
89196;manco;8623725;16649;manco
89197;rutschen;655046;1666;rutschen
89198;raffung;8623725;16662;raffung
89199;absolut;655046;16664;absolut
89200;sah;8623725;16668;sah
89201;nochmal;434886;16691;nochmal
89202;preis;8623725;16692;preis
89203;klein;8623725;16693;klein
89204;kommen;709229;16694;kommen
89205;trendig;709229;16697;trendig
89206;norm;553018;167;norm
89207;allerdings;1709054;1670;allerdings
89208;service;9743730;16703;service
89209;größe;655046;16705;groesse
89210;gerade;9743730;16707;gerade
89211;kurz;434886;1671;kurz
89212;schmal;553018;16719;schmal
89213;bzwen;654563;16723;bzwen
89214;kräftig;515928;16738;kraeftig
89215;verwäscht;709229;1674;verwaescht
89216;kilos;8623725;16740;kilos
89217;zunehmen;655046;16753;zunehmen
89218;kombinieren;709229;16766;kombinieren
89219;farbe;1709054;1677;farbe
89220;gekauft;709229;16780;gekauft
89221;schieben;655046;16782;schieben
89222;unkosten;9743730;16789;unkosten
89223;achtung;709229;1679;achtung
89224;sitzend;709229;16792;sitzend
89225;platz;8623725;16794;platz
89226;preis;553018;168;preis
89227;ja;655046;1680;ja
89228;anpassen;9743730;16801;anpassen
89229;farbe;9743730;16807;farbe
89230;farbe;9743730;16818;farbe
89231;material;515928;16820;material
89232;suchen;655046;16828;suchen
89233;farb;434886;16829;farb
89234;bauch;8623725;16832;bauch
89235;grau;9743730;1684;grau
89236;retoure;434886;16856;retoure
89237;sorgen;9743730;16859;sorgen
89238;lieber;8623725;16876;lieber
89239;geld;8623725;16881;geld
89240;hoch;655046;16892;hoch
89241;fühlen;9743730;16895;fuehlen
89242;grau;553018;169;grau
89243;schneiden;434886;16901;schneiden
89244;laufen;553018;16908;laufen
89245;geld;553018;1692;geld
89246;lieber;654563;16939;lieber
89247;faden;515928;1694;faden
89248;dürfen;655046;16946;duerfen
89249;kaschiert;709229;16961;kaschiert
89250;variante;655046;16964;variante
89251;absolut;515928;16975;absolut
89252;freizeit;655046;1698;freizeit
89253;originalgetreu;1709054;16986;originalgetreu
89254;busen;655046;16990;busen
89255;brust;8623725;16999;brust
89256;bon;655046;17003;bon
89257;gerne;9743730;17010;gerne
89258;erscheinen;515928;17016;erscheinen
89259;b;655046;17028;b
89260;zeh;553018;17031;zeh
89261;milchtüte;654563;1704;milchtuete
89262;innen;9743730;1705;innen
89263;genug;434886;17054;genug
89264;sicherheit;655046;17067;sicherheit
89265;vielleicht;1709054;17071;vielleicht
89266;letzter;434886;17073;letzter
89267;durchaus;1709054;17086;durchaus
89268;wuppertaler;8623725;17087;wuppertaler
89269;bon;1709054;17090;bon
89270;farbe;654563;17096;farbe
89271;jahr;434886;17106;jahr
89272;lang;1709054;17115;lang
89273;falsch;553018;1712;falsch
89274;nummer;655046;17121;nummer
89275;weiblich;709229;17139;weiblich
89276;schicken;8623725;17148;schicken
89277;größe;553018;17157;groesse
89278;hinten;8623725;17172;hinten
89279;echt;8623725;17195;echt
89280;passen;553018;172;passen
89281;schminken;1709054;1721;schminken
89282;farbe;434886;17212;farbe
